fecha_diagnostico,residencia_provincia_nombre,lat,lng,Casos
2020-06-28,Jujuy,-23.75,-65.5,3
2020-06-28,La Rioja,-29.1,-66.85,6
2020-06-28,Mendoza,-32.89027,-68.84722,3
2020-06-28,Neuquén,-38.95166,-68.07444,17
2020-06-28,Río Negro,-40.8,-63,1
2020-06-28,Santa Fe,-33.72277,-62.24611,4
2020-06-29,Buenos Aires,-36.15722,-60.56972,1314
2020-06-29,CABA,-34.58591,-58.38171,780
2020-06-29,Chaco,-27.45138,-58.98666,43
2020-06-29,Chubut,-43.3,-65.1,7
2020-06-29,Córdoba,-32,-64,4
2020-06-29,Corrientes,-28.6666,-57.6333,1
2020-06-29,Entre Ríos,-32.04777,-60.2811,5
2020-06-29,Jujuy,-23.75,-65.5,3
2020-06-29,La Rioja,-29.1,-66.85,4
2020-06-29,Misiones,-26.91666,-54.51666,1
2020-06-29,Neuquén,-38.95166,-68.07444,10
2020-06-29,Río Negro,-40.8,-63,24
2020-06-29,Salta,-24.78333,-65.41666,5
2020-06-29,Santa Fe,-33.72277,-62.24611,1
2020-06-30,Buenos Aires,-36.15722,-60.56972,1703
2020-06-30,CABA,-34.58591,-58.38171,884
2020-06-30,Chaco,-27.45138,-58.98666,48
2020-06-30,Chubut,-43.3,-65.1,4
2020-06-30,Córdoba,-32,-64,11
2020-06-30,Corrientes,-28.6666,-57.6333,1
2020-06-30,Entre Ríos,-32.04777,-60.2811,5
2020-06-30,Formosa,-26.1833,-58.175,4
2020-06-30,Jujuy,-23.75,-65.5,19
2020-06-30,La Rioja,-29.1,-66.85,1
2020-06-30,Mendoza,-32.89027,-68.84722,6
2020-06-30,Neuquén,-38.95166,-68.07444,14
2020-06-30,Río Negro,-40.8,-63,18
2020-06-30,Salta,-24.78333,-65.41666,2
2020-06-30,Santa Fe,-33.72277,-62.24611,2
2020-07-01,Buenos Aires,-36.15722,-60.56972,1713
2020-07-01,CABA,-34.58591,-58.38171,773
2020-07-01,Chaco,-27.45138,-58.98666,81
2020-07-01,Chubut,-43.3,-65.1,5
2020-07-01,Córdoba,-32,-64,9
2020-07-01,Entre Ríos,-32.04777,-60.2811,9
2020-07-01,Jujuy,-23.75,-65.5,18
2020-07-01,La Rioja,-29.1,-66.85,3
2020-07-01,Mendoza,-32.89027,-68.84722,6
2020-07-01,Neuquén,-38.95166,-68.07444,17
2020-07-01,Río Negro,-40.8,-63,25
2020-07-01,Santa Fe,-33.72277,-62.24611,3
2020-07-01,Santiago del Estero,-27.78333,-64.26666,1
2020-07-01,Tierra del Fuego,-54.36194,-67.63805,1
2020-07-01,Tucumán,-27,-65.5,7
2020-07-02,Buenos Aires,-36.15722,-60.56972,1653
2020-07-02,CABA,-34.58591,-58.38171,934
2020-07-02,Chaco,-27.45138,-58.98666,43
2020-07-02,Chubut,-43.3,-65.1,7
2020-07-02,Córdoba,-32,-64,10
2020-07-02,Entre Ríos,-32.04777,-60.2811,15
2020-07-02,Jujuy,-23.75,-65.5,30
2020-07-02,La Rioja,-29.1,-66.85,3
2020-07-02,Mendoza,-32.89027,-68.84722,4
2020-07-02,Neuquén,-38.95166,-68.07444,27
2020-07-02,Río Negro,-40.8,-63,19
2020-07-02,Salta,-24.78333,-65.41666,1
2020-07-02,Santa Fe,-33.72277,-62.24611,5
2020-07-03,Buenos Aires,-36.15722,-60.56972,2064
2020-07-03,CABA,-34.58591,-58.38171,1007
2020-07-03,Catamarca,-28.46666,-65.78333,1
2020-07-03,Chaco,-27.45138,-58.98666,56
2020-07-03,Chubut,-43.3,-65.1,5
2020-07-03,Córdoba,-32,-64,8
2020-07-03,Entre Ríos,-32.04777,-60.2811,10
2020-07-03,Jujuy,-23.75,-65.5,9
2020-07-03,La Rioja,-29.1,-66.85,5
2020-07-03,Mendoza,-32.89027,-68.84722,4
2020-07-03,Neuquén,-38.95166,-68.07444,10
2020-07-03,Río Negro,-40.8,-63,34
2020-07-03,Salta,-24.78333,-65.41666,11
2020-07-03,San Luis,-33.3,-66.35,1
2020-07-03,Santa Fe,-33.72277,-62.24611,2
2020-07-03,Tierra del Fuego,-54.36194,-67.63805,3
2020-07-03,Tucumán,-27,-65.5,3
2020-07-04,Buenos Aires,-36.15722,-60.56972,1983
2020-07-04,CABA,-34.58591,-58.38171,806
2020-07-04,Catamarca,-28.46666,-65.78333,5
2020-07-04,Chaco,-27.45138,-58.98666,46
2020-07-04,Chubut,-43.3,-65.1,8
2020-07-04,Córdoba,-32,-64,14
2020-07-04,Corrientes,-28.6666,-57.6333,1
2020-07-04,Entre Ríos,-32.04777,-60.2811,6
2020-07-04,Jujuy,-23.75,-65.5,34
2020-07-04,La Rioja,-29.1,-66.85,5
2020-07-04,Mendoza,-32.89027,-68.84722,6
2020-07-04,Neuquén,-38.95166,-68.07444,15
2020-07-04,Río Negro,-40.8,-63,17
2020-07-04,Salta,-24.78333,-65.41666,10
2020-07-04,Santa Cruz,-48.8238,-69.815,5
2020-07-04,Santa Fe,-33.72277,-62.24611,7
2020-07-04,Tierra del Fuego,-54.36194,-67.63805,1
2020-07-04,Tucumán,-27,-65.5,3
2020-07-05,Buenos Aires,-36.15722,-60.56972,895
2020-07-05,CABA,-34.58591,-58.38171,692
2020-07-05,Catamarca,-28.46666,-65.78333,1
2020-07-05,Chaco,-27.45138,-58.98666,24
2020-07-05,Chubut,-43.3,-65.1,3
2020-07-05,Córdoba,-32,-64,19
2020-07-05,Entre Ríos,-32.04777,-60.2811,6
2020-07-05,Jujuy,-23.75,-65.5,8
2020-07-05,La Rioja,-29.1,-66.85,5
2020-07-05,Mendoza,-32.89027,-68.84722,6
2020-07-05,Neuquén,-38.95166,-68.07444,21
2020-07-05,Río Negro,-40.8,-63,1
2020-07-05,Salta,-24.78333,-65.41666,2
2020-07-05,Santa Fe,-33.72277,-62.24611,4
2020-07-06,Buenos Aires,-36.15722,-60.56972,1455
2020-07-06,CABA,-34.58591,-58.38171,839
2020-07-06,Chaco,-27.45138,-58.98666,27
2020-07-06,Chubut,-43.3,-65.1,5
2020-07-06,Córdoba,-32,-64,40
2020-07-06,Corrientes,-28.6666,-57.6333,2
2020-07-06,Entre Ríos,-32.04777,-60.2811,6
2020-07-06,Jujuy,-23.75,-65.5,42
2020-07-06,La Rioja,-29.1,-66.85,13
2020-07-06,Mendoza,-32.89027,-68.84722,22
2020-07-06,Neuquén,-38.95166,-68.07444,34
2020-07-06,Río Negro,-40.8,-63,16
2020-07-06,Salta,-24.78333,-65.41666,2
2020-07-06,Santa Cruz,-48.8238,-69.815,1
2020-07-06,Santa Fe,-33.72277,-62.24611,4
2020-07-06,Santiago del Estero,-27.78333,-64.26666,2
2020-07-07,Buenos Aires,-36.15722,-60.56972,1705
2020-07-07,CABA,-34.58591,-58.38171,857
2020-07-07,Catamarca,-28.46666,-65.78333,20
2020-07-07,Chaco,-27.45138,-58.98666,58
2020-07-07,Chubut,-43.3,-65.1,12
2020-07-07,Córdoba,-32,-64,36
2020-07-07,Corrientes,-28.6666,-57.6333,4
2020-07-07,Entre Ríos,-32.04777,-60.2811,9
2020-07-07,Jujuy,-23.75,-65.5,27
2020-07-07,La Rioja,-29.1,-66.85,5
2020-07-07,Mendoza,-32.89027,-68.84722,21
2020-07-07,Neuquén,-38.95166,-68.07444,22
2020-07-07,Río Negro,-40.8,-63,17
2020-07-07,Salta,-24.78333,-65.41666,14
2020-07-07,Santa Cruz,-48.8238,-69.815,1
2020-07-07,Santa Fe,-33.72277,-62.24611,14
2020-07-07,Santiago del Estero,-27.78333,-64.26666,9
2020-07-08,Buenos Aires,-36.15722,-60.56972,1897
2020-07-08,CABA,-34.58591,-58.38171,872
2020-07-08,Catamarca,-28.46666,-65.78333,10
2020-07-08,Chaco,-27.45138,-58.98666,29
2020-07-08,Chubut,-43.3,-65.1,18
2020-07-08,Córdoba,-32,-64,35
2020-07-08,Entre Ríos,-32.04777,-60.2811,11
2020-07-08,Jujuy,-23.75,-65.5,23
2020-07-08,La Rioja,-29.1,-66.85,1
2020-07-08,Mendoza,-32.89027,-68.84722,12
2020-07-08,Misiones,-26.91666,-54.51666,1
2020-07-08,Neuquén,-38.95166,-68.07444,19
2020-07-08,Río Negro,-40.8,-63,17
2020-07-08,Salta,-24.78333,-65.41666,6
2020-07-08,Santa Fe,-33.72277,-62.24611,19
2020-07-08,Santiago del Estero,-27.78333,-64.26666,2
2020-07-08,Tierra del Fuego,-54.36194,-67.63805,1
2020-07-08,Tucumán,-27,-65.5,1
2020-07-09,Buenos Aires,-36.15722,-60.56972,901
2020-07-09,CABA,-34.58591,-58.38171,167
2020-07-09,Chaco,-27.45138,-58.98666,1
2020-07-09,Chubut,-43.3,-65.1,1
2020-07-09,Córdoba,-32,-64,3
2020-07-09,Entre Ríos,-32.04777,-60.2811,20
2020-07-09,Formosa,-26.1833,-58.175,1
2020-07-09,Jujuy,-23.75,-65.5,7
2020-07-09,Mendoza,-32.89027,-68.84722,1
2020-07-09,Misiones,-26.91666,-54.51666,1
2020-07-09,Neuquén,-38.95166,-68.07444,1
2020-07-09,Río Negro,-40.8,-63,17
2020-07-09,Salta,-24.78333,-65.41666,3
2020-07-09,San Juan,-30.86666,-68.98333,2
2020-07-09,Santa Cruz,-48.8238,-69.815,2
2020-07-09,Santa Fe,-33.72277,-62.24611,3
2020-07-09,Tucumán,-27,-65.5,1
